0	0.0778323043639
1	0.232969236452
10	0.145111075933
100	0.0681230541924
101	0.0937153712205
102	0.0384676270382
103	0.123001424727
104	0.0
105	0.15861959791
106	0.0272808822753
107	0.0
108	0.0716584876788
109	0.0919740383093
11	0.0471215239301
110	0.0
111	0.0
12	0.086222362936
13	0.291383040473
14	0.0491266951612
15	0.134715846129
16	0.118041264313
17	0.0635322674265
18	0.0709197403831
19	0.123898475015
2	0.0570946124215
20	0.118568940953
21	0.0752994564931
22	0.0910242203578
23	0.0
24	0.0864862012559
25	0.117830193657
26	0.0998364202417
27	0.0749300828452
28	0.0730304469421
29	0.0759326684608
3	0.153817740489
30	0.114030921851
31	0.0907076143739
32	0.0659068123054
33	0.0888079784708
34	0.13830404728
35	0.0872249485515
36	0.0488100891774
37	0.0315022953934
38	0.0788876576434
39	0.0785182839956
4	0.118885546937
40	0.105693630943
41	0.119149385257
42	0.066856630257
43	0.0954039364677
44	0.0632684291066
45	0.0774629307161
46	0.109598438077
47	0.0942430478603
48	0.0626352171389
49	0.112078518284
5	0.0873304838795
50	0.118885546937
51	0.0535591789351
52	0.182998258667
53	0.09915044061
54	0.0594691573004
55	0.0761965067806
56	0.0619492375073
57	0.0441137670835
58	0.0912880586776
59	0.0401034246214
6	0.125745343254
60	0.036620758799
61	0.113608780539
62	0.118041264313
63	0.0720806289906
64	0.0738747295657
65	0.0273864176033
66	0.0620020051712
67	0.105957469263
68	0.144161257981
69	0.115930557754
7	0.111709144636
70	0.060418975252
71	0.0463827766345
72	0.0665400242731
73	0.479710833201
74	0.106326842911
75	0.062476914147
76	0.0768297187484
77	0.0472270592581
78	0.056092026806
79	0.0505514220885
8	0.394279985225
80	0.0490739274972
81	0.04300564614
82	0.0654319033296
83	0.0702337607514
84	0.0526093609836
85	0.142208854414
86	0.0815260408422
87	0.114083689515
88	0.0434805551158
89	0.079837475595
9	0.0793097989552
90	0.0386786976941
91	0.0337185372804
92	0.188591631048
93	0.0447469790512
94	0.028019629571
95	0.106063004591
96	0.0558809561501
97	0.0882275341671
98	0.0901271700702
99	0.0498126747929
